model_name,input_sentence,generated_output
fine_tuned_t5_combined_df,"The road [MASK] through the hills, winding like a serpent of asphalt.","The road stretches through the hills, winding like a serpent of asphalt."
fine_tuned_t5_combined_df,"The train tracks [MASK] into the distance, converging into a point of mystery.","The train tracks roll into the distance, converging into a point of mystery."
fine_tuned_t5_combined_df,"The snowfall [MASK] the silence, its touch soft and transformative.","The snowfall dissolves the silence, its touch soft and transformative."
fine_tuned_t5_combined_df,"The curtains [MASK] the sunlight, painting the room in shadows.","The curtains filled the sunlight, painting the room in shadows."
fine_tuned_t5_combined_df,"The fog [MASK] the town, a ghostly veil that hid its secrets.","The fog swept the town, a ghostly veil that hid its secrets."
fine_tuned_t5_combined_df,The playground [MASK] with joy as children ran and laughed.,The playground filled with joy as children ran and laughed.
fine_tuned_t5_combined_df,"The door [MASK] its hinges, a creak that echoed through the hall.","The door knocked its hinges, a creak that echoed through the hall."
fine_tuned_t5_combined_df,"The sand [MASK] in the wind, a dance of tiny grains in the air.","The sand drifted in the wind, a dance of tiny grains in the air."
fine_tuned_t5_combined_df,"The butterfly [MASK] the meadow, a fleeting brush of color.","The butterfly rode the meadow, a fleeting brush of color."
fine_tuned_t5_combined_df,"The mountain trail [MASK] the summit, a promise to the determined.","The mountain trail climbed the summit, a promise to the determined."
fine_tuned_t5_combined_df,"The fireflies [MASK] in the dusk, tiny beacons of wonder.","The fireflies fly in the dusk, tiny beacons of wonder."
fine_tuned_t5_combined_df,"The wind [MASK] the leaves, a chorus of whispers in the forest.","The wind swept the leaves, a chorus of whispers in the forest."
fine_tuned_t5_combined_df,"The ice [MASK] the surface of the pond, trapping a world beneath.","The ice dissolves the surface of the pond, trapping a world beneath."
fine_tuned_t5_combined_df,"The lighthouse beam [MASK] through the fog, slicing the darkness.","The lighthouse beam dragged through the fog, slicing the darkness."
fine_tuned_t5_combined_df,"The waves [MASK] against the rocks, relentless and unyielding.","The waves rolling against the rocks, relentless and unyielding."
fine_tuned_t5_combined_df,"The violin [MASK] a melody, strings vibrating with emotion.","The violin lends a melody, strings vibrating with emotion."
fine_tuned_t5_combined_df,"The sunrise [MASK] the peaks, a gentle unveiling of the day.","The sunrise reflected the peaks, a gentle unveiling of the day."
fine_tuned_t5_combined_df,"The bookshop [MASK] with stories, its shelves groaning under the weight of words.","The bookshop filled with stories, its shelves groaning under the weight of words."
fine_tuned_t5_combined_df,"The campfire [MASK] under the stars, a beacon of warmth in the wilderness.","The campfire lit under the stars, a beacon of warmth in the wilderness."
fine_tuned_t5_combined_df,"The streetlamp [MASK] the sidewalk, casting pools of light in the night.","The streetlamp rises the sidewalk, casting pools of light in the night."
fine_tuned_t5_combined_df,"The forest path [MASK] the shadows, a portal to another realm.","The forest path leads the shadows, a portal to another realm."
fine_tuned_t5_combined_df,"The balloon [MASK] into the sky, a solitary traveler on the wind.","The balloon flew into the sky, a solitary traveler on the wind."
fine_tuned_t5_combined_df,"The meadow [MASK] with daisies, a carpet of white and yellow.","The meadow filled with daisies, a carpet of white and yellow."
fine_tuned_t5_combined_df,"The ferry [MASK] the river, ferrying dreams across the water.","The ferry flows the river, ferrying dreams across the water."
fine_tuned_t5_combined_df,"The storm clouds [MASK] the horizon, a harbinger of nature's wrath.","The storm clouds roll the horizon, a harbinger of nature's wrath."
fine_tuned_t5_combined_df,"The stars [MASK] above, a canvas of infinite wonder.","The stars rise above, a canvas of infinite wonder."
fine_tuned_t5_combined_df,"The campfire smoke [MASK] the air, carrying the scent of stories untold.","The campfire smoke pours the air, carrying the scent of stories untold."
fine_tuned_t5_combined_df,"The bell [MASK] through the village, summoning all to gather.","The bell rolled through the village, summoning all to gather."
fine_tuned_t5_combined_df,"The eagle [MASK] the mountains, its gaze piercing and majestic.","The eagle eats the mountains, its gaze piercing and majestic."
fine_tuned_t5_combined_df,"The vines [MASK] the old stone wall, reclaiming what time forgot.","The vines planted the old stone wall, reclaiming what time forgot."
fine_tuned_t5_combined_df,"The rain [MASK] the streets, rivers flowing where there were none.","The rain rained the streets, rivers flowing where there were none."
fine_tuned_t5_combined_df,"The cobblestones [MASK] with history, each step a journey through time.","The cobblestones fill with history, each step a journey through time."
fine_tuned_t5_combined_df,"The willow [MASK] over the pond, a weeping guardian of its waters.","The willow rode over the pond, a weeping guardian of its waters."
fine_tuned_t5_combined_df,"The lantern [MASK] the alleyway, casting long shadows on the cobbles.","The lantern hangs the alleyway, casting long shadows on the cobbles."
fine_tuned_t5_combined_df,"The storm [MASK] through the valley, a fierce display of untamed power.","The storm swept through the valley, a fierce display of untamed power."
fine_tuned_t5_combined_df,"The leaves [MASK] the ground, creating a mosaic of autumn hues.","The leaves flowed the ground, creating a mosaic of autumn hues."
fine_tuned_t5_combined_df,"The owl [MASK] the night, its call a haunting melody.","The owl slept the night, its call a haunting melody."
fine_tuned_t5_combined_df,"The carnival [MASK] with laughter, lights, and music that enchanted the night.","The carnival filled with laughter, lights, and music that enchanted the night."
fine_tuned_t5_combined_df,"The bridge [MASK] the river, uniting the banks in steadfast connection.","The bridge flooded the river, uniting the banks in steadfast connection."
fine_tuned_t5_combined_df,"The theater [MASK] with anticipation, the stage set for stories to unfold.","The theater filled with anticipation, the stage set for stories to unfold."
fine_tuned_t5_combined_df,"The moonlight [MASK] the landscape, turning night into a silver dream.","The moonlight melted the landscape, turning night into a silver dream."
fine_tuned_t5_combined_df,"The castle [MASK] on the hill, a relic of a forgotten age.","The castle sits on the hill, a relic of a forgotten age."
fine_tuned_t5_combined_df,"The marketplace [MASK] with life, every stall a world of its own.","The marketplace filled with life, every stall a world of its own."
fine_tuned_t5_combined_df,"The fireworks [MASK] the sky, blossoms of color that faded too soon.","The fireworks rained the sky, blossoms of color that faded too soon."
fine_tuned_t5_combined_df,"The garden path [MASK] into the distance, leading to secrets untold.","The garden path flows into the distance, leading to secrets untold."
fine_tuned_t5_combined_df,"The waves [MASK] the shore, a lullaby for the restless night.","The waves rolling the shore, a lullaby for the restless night."
fine_tuned_t5_combined_df,"The clock hands [MASK] ever onward, relentless in their march.","The clock hands roll ever onward, relentless in their march."
fine_tuned_t5_combined_df,"The curtain [MASK] the stage, revealing the world of make-believe.","The curtain rode the stage, revealing the world of make-believe."
fine_tuned_t5_combined_df,"The snowfall [MASK] the rooftops, cloaking the town in quiet magic.","The snowfall flooded the rooftops, cloaking the town in quiet magic."
fine_tuned_t5_combined_df,"The child’s imagination [MASK] beyond the stars, dreaming of impossible things.","The child’s imagination rests beyond the stars, dreaming of impossible things."
fine_tuned_t5_combined_df,"The meadow [MASK] with wildflowers, a kaleidoscope of color and fragrance.","The meadow filled with wildflowers, a kaleidoscope of color and fragrance."
fine_tuned_t5_combined_df,"The autumn breeze [MASK] leaves through the air, a dance of red and gold.","The autumn breeze swept leaves through the air, a dance of red and gold."
fine_tuned_t5_combined_df,"The river stones [MASK] the water’s edge, polished smooth by time.","The river stones lay the water’s edge, polished smooth by time."
fine_tuned_t5_combined_df,"The candle’s flame [MASK] in the dark, a fragile sentinel of light.","The candle’s flame rests in the dark, a fragile sentinel of light."
fine_tuned_t5_combined_df,"The festival [MASK] with colors, music, and joy that knew no bounds.","The festival filled with colors, music, and joy that knew no bounds."
fine_tuned_t5_combined_df,"The lighthouse [MASK] the rocky shore, a sentinel against the storm.","The lighthouse climbed the rocky shore, a sentinel against the storm."
fine_tuned_t5_combined_df,"The morning dew [MASK] the grass, diamonds that vanished with the sun.","The morning dew melted the grass, diamonds that vanished with the sun."
fine_tuned_t5_combined_df,"The clouds [MASK] over the horizon, painting the sky in strokes of gray.","The clouds roll over the horizon, painting the sky in strokes of gray."
fine_tuned_t5_combined_df,"The attic [MASK] with forgotten memories, dust coating the relics of yesteryears.","The attic filled with forgotten memories, dust coating the relics of yesteryears."
fine_tuned_t5_combined_df,"The river [MASK] its journey through the valley, carving stories into the earth.","The river travelled its journey through the valley, carving stories into the earth."
fine_tuned_t5_combined_df,"The candle [MASK] its warmth, a fragile guardian against the dark.","The candle absorbs its warmth, a fragile guardian against the dark."
fine_tuned_t5_combined_df,"The forest [MASK] with whispers, the wind telling secrets to the trees.","The forest filled with whispers, the wind telling secrets to the trees."
fine_tuned_t5_combined_df,"The dawn [MASK] the horizon, casting golden promises over the waking world.","The dawn swept the horizon, casting golden promises over the waking world."
fine_tuned_t5_combined_df,"The fire [MASK] in the hearth, a crackling heart of warmth and life.","The fire melted in the hearth, a crackling heart of warmth and life."
fine_tuned_t5_combined_df,"The meadow [MASK] under the starlight, a sea of shadows and dreams.","The meadow lies under the starlight, a sea of shadows and dreams."
fine_tuned_t5_combined_df,"The waterfall [MASK] into the pool below, a symphony of ceaseless motion.","The waterfall flows into the pool below, a symphony of ceaseless motion."
fine_tuned_t5_combined_df,"The mountain [MASK] the sky, its peak a silent witness to the heavens.","The mountain rises the sky, its peak a silent witness to the heavens."
fine_tuned_t5_combined_df,"The city [MASK] to life, its streets buzzing with the hum of humanity.","The city flourished to life, its streets buzzing with the hum of humanity."
fine_tuned_t5_combined_df,"The tree [MASK] its roots into the earth, a silent testament to resilience.","The tree melted its roots into the earth, a silent testament to resilience."
fine_tuned_t5_combined_df,"The shore [MASK] with shells, each one a fragment of the ocean's story.","The shore filled with shells, each one a fragment of the ocean's story."
fine_tuned_t5_combined_df,Rain [MASK] against the window.,Rain poured against the window.
fine_tuned_t5_combined_df,A kite [MASK] into the sky.,A kite floats into the sky.
fine_tuned_t5_combined_df,Clouds [MASK] across the horizon.,Clouds roll across the horizon.
fine_tuned_t5_combined_df,Birds [MASK] in formation.,Birds fly in formation.
fine_tuned_t5_combined_df,A riverbank [MASK] under the floodwaters.,A riverbank sits under the floodwaters.
fine_tuned_t5_combined_df,Sunlight [MASK] through the branches.,Sunlight flows through the branches.
fine_tuned_t5_combined_df,Ants [MASK] across the forest floor.,Ants roll across the forest floor.
fine_tuned_t5_combined_df,Flames [MASK] in the fireplace.,Flames fly in the fireplace.
fine_tuned_t5_combined_df,Leaves [MASK] to the ground.,Leaves go to the ground.
fine_tuned_t5_combined_df,Music [MASK] from the speakers.,Music came from the speakers.
fine_tuned_t5_combined_df,Mountains [MASK] into the mist.,Mountains roll into the mist.
fine_tuned_t5_combined_df,A clock [MASK] away quietly.,A clock goes away quietly.
fine_tuned_t5_combined_df,Words [MASK] on the page.,Words appear on the page.
fine_tuned_t5_combined_df,A shadow [MASK] along the wall.,A shadow rises along the wall.
fine_tuned_t5_combined_df,Lightning [MASK] across the sky.,Lightning poured across the sky.
fine_tuned_t5_combined_df,Footsteps [MASK] in the empty hall.,Footsteps go in the empty hall.
fine_tuned_t5_combined_df,A whisper [MASK] through the trees.,A whisper poured through the trees.
fine_tuned_t5_combined_df,Waves [MASK] over the rocks.,Waves roll over the rocks.
fine_tuned_t5_combined_df,Frost [MASK] the windowpane.,Frost melted the windowpane.
fine_tuned_t5_combined_df,A ship [MASK] across the water.,A ship floats across the water.
